-0.293689	-0.040578	1.000000
0.162853	-0.887780	-1.000000
-0.363861	0.382386	-1.000000
-0.618180	-0.784979	-1.000000
-0.418245	0.436702	-1.000000
-0.079749	-0.409608	1.000000
-0.149119	0.019835	1.000000
0.444363	-0.422538	-1.000000
0.277842	0.263705	1.000000
0.172693	0.767492	-1.000000
0.492552	0.146869	-1.000000
-0.146656	-0.288421	1.000000
0.235021	-0.196575	1.000000
0.385925	0.148215	1.000000
0.078620	0.101868	1.000000
-0.250897	-0.589229	-1.000000
-0.202611	0.069214	1.000000
0.737135	-0.351989	-1.000000
0.115740	-0.138438	1.000000
-0.188978	0.061295	1.000000
-0.579410	0.015967	-1.000000
0.292559	0.311125	1.000000
-0.233408	0.196961	1.000000
0.016133	-0.191486	1.000000
0.588828	0.738754	-1.000000
-0.701765	-0.450931	-1.000000
-0.677265	0.396443	-1.000000
0.414766	-0.177496	1.000000
-0.459079	-0.170155	1.000000
0.059316	0.037804	1.000000
-0.276045	0.004344	1.000000
0.866318	0.026157	-1.000000
-0.064962	0.914607	-1.000000
-0.676262	-0.555524	-1.000000
-0.816833	-0.003898	-1.000000
-0.752467	-0.297560	-1.000000
-0.105460	0.097356	1.000000
0.006680	0.008121	1.000000
0.647751	-0.291904	-1.000000
-0.218151	0.478691	-1.000000
0.236932	0.134330	1.000000
0.223425	-0.334994	1.000000
0.428124	-0.009719	1.000000
0.895668	0.140500	-1.000000
0.840135	0.317245	-1.000000
-0.540818	0.374692	-1.000000
0.147748	-0.630883	-1.000000
-0.028951	-0.143484	1.000000
-0.666519	0.691622	-1.000000
0.723302	0.342488	-1.000000
0.719260	-0.210374	-1.000000
0.070362	0.041065	1.000000
-0.417827	0.610757	-1.000000
-0.006178	-0.015980	1.000000
-0.017836	-0.031663	1.000000
-0.865169	-0.187646	-1.000000
-0.006502	-0.008778	1.000000
-0.186016	-0.462052	1.000000
-0.185695	-0.185247	1.000000
-0.184390	-0.077425	1.000000
-0.131830	-0.076237	1.000000
-0.536043	-0.488088	-1.000000
-0.045926	0.337884	1.000000
-0.056953	0.014036	1.000000
-0.810848	0.074467	-1.000000
0.023021	0.155446	1.000000
0.100425	0.031717	1.000000
-0.059006	-0.824308	-1.000000
0.722167	-0.000108	-1.000000
-0.516540	-0.101558	-1.000000
-0.150605	0.437722	1.000000
-0.109654	0.948468	-1.000000
-0.155573	-0.158271	1.000000
-0.040508	0.127930	1.000000
-0.019710	-0.040675	1.000000
0.295452	-0.088232	1.000000
0.054301	0.258509	1.000000
0.336607	-0.229976	1.000000
-0.215141	-0.006547	1.000000
0.160989	-0.017289	1.000000
0.450052	-0.792339	-1.000000
0.688076	-0.127485	-1.000000
-0.451261	-0.068098	1.000000
-0.466290	-0.136586	1.000000
0.741572	0.075646	-1.000000
0.726212	-0.325387	-1.000000
-0.278350	0.032714	1.000000
0.659105	-0.169058	-1.000000
-0.548888	-0.535876	-1.000000
0.005055	-0.983020	-1.000000
-0.294368	-0.052169	1.000000
0.663852	-0.172780	-1.000000
0.113114	0.591429	-1.000000
-0.060881	0.054980	1.000000
-0.036126	-0.846028	-1.000000
-0.172040	0.006950	1.000000
0.020272	0.018776	1.000000
0.501579	-0.382198	-1.000000
-0.398723	0.138967	1.000000
0.198512	-0.317729	1.000000
